DayOfWeek,Crimes,avg_temp,NFL_Game_Day,Day,Month,Year
Tuesday,50,13,0,11,5,2004
Tuesday,58,13,0,11,5,2004
Tuesday,53,13,0,11,5,2004
Tuesday,25,13,0,11,5,2004
Tuesday,24,13,0,11,5,2004
Tuesday,53,13,0,11,5,2004
Tuesday,27,13,0,11,5,2004
Tuesday,64,13,0,11,5,2004
Wednesday,57,14,0,12,5,2004
Wednesday,36,14,0,12,5,2004
Wednesday,44,14,0,12,5,2004
Wednesday,63,14,0,12,5,2004
Wednesday,60,14,0,12,5,2004
Wednesday,18,14,0,12,5,2004
Wednesday,30,14,0,12,5,2004
Wednesday,83,14,0,12,5,2004
Wednesday,35,14,0,12,5,2004
Wednesday,27,14,0,12,5,2004
Thursday,44,14,0,13,5,2004
Thursday,30,14,0,13,5,2004
Thursday,39,14,0,13,5,2004
Thursday,45,14,0,13,5,2004
Thursday,60,14,0,13,5,2004
Thursday,23,14,0,13,5,2004
Thursday,22,14,0,13,5,2004
Thursday,74,14,0,13,5,2004
Thursday,36,14,0,13,5,2004
Thursday,43,14,0,13,5,2004
Friday,54,14,0,14,5,2004
Friday,48,14,0,14,5,2004
Friday,33,14,0,14,5,2004
Friday,59,14,0,14,5,2004
Friday,45,14,0,14,5,2004
Friday,33,14,0,14,5,2004
Friday,29,14,0,14,5,2004
Friday,62,14,0,14,5,2004
Friday,40,14,0,14,5,2004
Friday,27,14,0,14,5,2004
Saturday,35,14,0,15,5,2004
Saturday,42,14,0,15,5,2004
Saturday,47,14,0,15,5,2004
Saturday,72,14,0,15,5,2004
Saturday,47,14,0,15,5,2004
Saturday,32,14,0,15,5,2004
Saturday,29,14,0,15,5,2004
Saturday,55,14,0,15,5,2004
Saturday,33,14,0,15,5,2004
Saturday,26,14,0,15,5,2004
Sunday,31,14,0,16,5,2004
Sunday,33,14,0,16,5,2004
Sunday,37,14,0,16,5,2004
Sunday,62,14,0,16,5,2004
Sunday,57,14,0,16,5,2004
Sunday,24,14,0,16,5,2004
Sunday,27,14,0,16,5,2004
Sunday,54,14,0,16,5,2004
Sunday,38,14,0,16,5,2004
Sunday,27,14,0,16,5,2004
Monday,53,16,0,24,5,2004
Monday,36,16,0,24,5,2004
Monday,38,16,0,24,5,2004
Monday,60,16,0,24,5,2004
Monday,62,16,0,24,5,2004
Monday,19,16,0,24,5,2004
Monday,15,16,0,24,5,2004
Monday,65,16,0,24,5,2004
Monday,39,16,0,24,5,2004
Monday,25,16,0,24,5,2004
Tuesday,63,17,0,25,5,2004
Tuesday,30,17,0,25,5,2004
Tuesday,45,17,0,25,5,2004
Tuesday,79,17,0,25,5,2004
Tuesday,53,17,0,25,5,2004
Tuesday,26,17,0,25,5,2004
Tuesday,30,17,0,25,5,2004
Tuesday,47,17,0,25,5,2004
Tuesday,40,17,0,25,5,2004
Tuesday,34,17,0,25,5,2004
Wednesday,52,18,0,26,5,2004
Wednesday,36,18,0,26,5,2004
Wednesday,46,18,0,26,5,2004
Wednesday,77,18,0,26,5,2004
Wednesday,58,18,0,26,5,2004
Wednesday,21,18,0,26,5,2004
Wednesday,27,18,0,26,5,2004
Wednesday,94,18,0,26,5,2004
Wednesday,38,18,0,26,5,2004
Wednesday,35,18,0,26,5,2004
Thursday,39,17,0,27,5,2004
Thursday,26,17,0,27,5,2004
Thursday,39,17,0,27,5,2004
Thursday,77,17,0,27,5,2004
Thursday,58,17,0,27,5,2004
Thursday,20,17,0,27,5,2004
Thursday,29,17,0,27,5,2004
Thursday,64,17,0,27,5,2004
Thursday,31,17,0,27,5,2004
Thursday,33,17,0,27,5,2004
Friday,57,16,0,28,5,2004
Friday,35,16,0,28,5,2004
Friday,51,16,0,28,5,2004
Friday,70,16,0,28,5,2004
Friday,60,16,0,28,5,2004
Friday,23,16,0,28,5,2004
Friday,25,16,0,28,5,2004
Friday,69,16,0,28,5,2004
Friday,30,16,0,28,5,2004
Friday,54,16,0,28,5,2004
Saturday,39,16,0,29,5,2004
Saturday,24,16,0,29,5,2004
Saturday,41,16,0,29,5,2004
Saturday,59,16,0,29,5,2004
Saturday,54,16,0,29,5,2004
Saturday,12,16,0,29,5,2004
Saturday,18,16,0,29,5,2004
Saturday,84,16,0,29,5,2004
Saturday,35,16,0,29,5,2004
Saturday,16,16,0,29,5,2004
Sunday,34,17,0,30,5,2004
Sunday,57,17,0,30,5,2004
Sunday,44,17,0,30,5,2004
Sunday,54,17,0,30,5,2004
Sunday,49,17,0,30,5,2004
Sunday,18,17,0,30,5,2004
Sunday,22,17,0,30,5,2004
Sunday,67,17,0,30,5,2004
Sunday,40,17,0,30,5,2004
Sunday,44,17,0,30,5,2004
Monday,48,14,0,7,6,2004
Monday,35,14,0,7,6,2004
Monday,40,14,0,7,6,2004
Monday,46,14,0,7,6,2004
Monday,46,14,0,7,6,2004
Monday,25,14,0,7,6,2004
Monday,25,14,0,7,6,2004
Monday,45,14,0,7,6,2004
Monday,19,14,0,7,6,2004
Monday,17,14,0,7,6,2004
Tuesday,36,14,0,8,6,2004
Tuesday,36,14,0,8,6,2004
Tuesday,49,14,0,8,6,2004
Tuesday,34,14,0,8,6,2004
Tuesday,37,14,0,8,6,2004
Tuesday,26,14,0,8,6,2004
Tuesday,17,14,0,8,6,2004
Tuesday,198,14,0,8,6,2004
Tuesday,28,14,0,8,6,2004
Tuesday,22,14,0,8,6,2004
Wednesday,50,14,0,9,6,2004
Wednesday,34,14,0,9,6,2004
Wednesday,39,14,0,9,6,2004
Wednesday,58,14,0,9,6,2004
Wednesday,49,14,0,9,6,2004
Wednesday,12,14,0,9,6,2004
Wednesday,31,14,0,9,6,2004
Wednesday,72,14,0,9,6,2004
Wednesday,38,14,0,9,6,2004
Wednesday,28,14,0,9,6,2004
Thursday,46,15,0,10,6,2004
Thursday,45,15,0,10,6,2004
Thursday,35,15,0,10,6,2004
Thursday,65,15,0,10,6,2004
Thursday,55,15,0,10,6,2004
Thursday,29,15,0,10,6,2004
Thursday,31,15,0,10,6,2004
Thursday,62,15,0,10,6,2004
Thursday,37,15,0,10,6,2004
Thursday,26,15,0,10,6,2004
Friday,35,14,0,11,6,2004
Friday,57,14,0,11,6,2004
Friday,32,14,0,11,6,2004
Friday,59,14,0,11,6,2004
Friday,42,14,0,11,6,2004
Friday,26,14,0,11,6,2004
Friday,17,14,0,11,6,2004
Friday,59,14,0,11,6,2004
Friday,19,14,0,11,6,2004
Friday,29,14,0,11,6,2004
Saturday,47,16,0,12,6,2004
Saturday,50,16,0,12,6,2004
Saturday,38,16,0,12,6,2004
Saturday,52,16,0,12,6,2004
Saturday,55,16,0,12,6,2004
Saturday,19,16,0,12,6,2004
Saturday,29,16,0,12,6,2004
Saturday,65,16,0,12,6,2004
Saturday,37,16,0,12,6,2004
Saturday,34,16,0,12,6,2004
Sunday,46,16,0,13,6,2004
Sunday,38,16,0,13,6,2004
Sunday,36,16,0,13,6,2004
Sunday,39,16,0,13,6,2004
Sunday,51,16,0,13,6,2004
Sunday,28,16,0,13,6,2004
Sunday,14,16,0,13,6,2004
Sunday,47,16,0,13,6,2004
Sunday,30,16,0,13,6,2004
Sunday,21,16,0,13,6,2004
Monday,41,16,0,21,6,2004
Monday,29,16,0,21,6,2004
Monday,29,16,0,21,6,2004
Monday,56,16,0,21,6,2004
Monday,53,16,0,21,6,2004
Monday,14,16,0,21,6,2004
Monday,12,16,0,21,6,2004
Monday,67,16,0,21,6,2004
Monday,37,16,0,21,6,2004
Monday,31,16,0,21,6,2004
Tuesday,50,16,0,22,6,2004
Tuesday,36,16,0,22,6,2004
Tuesday,27,16,0,22,6,2004
Tuesday,53,16,0,22,6,2004
Tuesday,51,16,0,22,6,2004
Tuesday,19,16,0,22,6,2004
Tuesday,25,16,0,22,6,2004
Tuesday,61,16,0,22,6,2004
Tuesday,28,16,0,22,6,2004
Tuesday,22,16,0,22,6,2004
Wednesday,37,16,0,23,6,2004
Wednesday,43,16,0,23,6,2004
Wednesday,36,16,0,23,6,2004
Wednesday,52,16,0,23,6,2004
Wednesday,45,16,0,23,6,2004
Wednesday,29,16,0,23,6,2004
Wednesday,17,16,0,23,6,2004
Wednesday,70,16,0,23,6,2004
Wednesday,37,16,0,23,6,2004
Wednesday,33,16,0,23,6,2004
Thursday,32,16,0,24,6,2004
Thursday,56,16,0,24,6,2004
Thursday,26,16,0,24,6,2004
Thursday,59,16,0,24,6,2004
Thursday,42,16,0,24,6,2004
Thursday,23,16,0,24,6,2004
Thursday,27,16,0,24,6,2004
Thursday,83,16,0,24,6,2004
Thursday,39,16,0,24,6,2004
Thursday,34,16,0,24,6,2004
Friday,43,18,0,25,6,2004
Friday,54,18,0,25,6,2004
Friday,32,18,0,25,6,2004
Friday,74,18,0,25,6,2004
Friday,60,18,0,25,6,2004
Friday,25,18,0,25,6,2004
Friday,20,18,0,25,6,2004
Friday,73,18,0,25,6,2004
Friday,39,18,0,25,6,2004
Friday,33,18,0,25,6,2004
Saturday,28,17,0,26,6,2004
Saturday,59,17,0,26,6,2004
Saturday,27,17,0,26,6,2004
Saturday,46,17,0,26,6,2004
Saturday,46,17,0,26,6,2004
Saturday,20,17,0,26,6,2004
Saturday,13,17,0,26,6,2004
Saturday,75,17,0,26,6,2004
Saturday,30,17,0,26,6,2004
Saturday,14,17,0,26,6,2004
Sunday,33,17,0,27,6,2004
Sunday,24,17,0,27,6,2004
Sunday,53,17,0,27,6,2004
Sunday,36,17,0,27,6,2004
Sunday,73,17,0,27,6,2004
Sunday,33,17,0,27,6,2004
Sunday,14,17,0,27,6,2004
Sunday,82,17,0,27,6,2004
Sunday,42,17,0,27,6,2004
Sunday,30,17,0,27,6,2004
Monday,32,18,0,5,7,2004
Monday,35,18,0,5,7,2004
Monday,37,18,0,5,7,2004
Monday,54,18,0,5,7,2004
Monday,60,18,0,5,7,2004
Monday,23,18,0,5,7,2004
Monday,24,18,0,5,7,2004
Monday,38,18,0,5,7,2004
Monday,30,18,0,5,7,2004
Monday,37,18,0,5,7,2004
Tuesday,52,18,0,6,7,2004
Tuesday,39,18,0,6,7,2004
Tuesday,40,18,0,6,7,2004
Tuesday,55,18,0,6,7,2004
Tuesday,67,18,0,6,7,2004
Tuesday,19,18,0,6,7,2004
Tuesday,24,18,0,6,7,2004
Tuesday,90,18,0,6,7,2004
Tuesday,27,18,0,6,7,2004
Tuesday,31,18,0,6,7,2004
Wednesday,53,18,0,7,7,2004
Wednesday,56,18,0,7,7,2004
Wednesday,27,18,0,7,7,2004
Wednesday,50,18,0,7,7,2004
Wednesday,56,18,0,7,7,2004
Wednesday,20,18,0,7,7,2004
Wednesday,31,18,0,7,7,2004
Wednesday,77,18,0,7,7,2004
Wednesday,36,18,0,7,7,2004
Wednesday,36,18,0,7,7,2004
Thursday,51,18,0,8,7,2004
Thursday,42,18,0,8,7,2004
Thursday,38,18,0,8,7,2004
Thursday,68,18,0,8,7,2004
Thursday,70,18,0,8,7,2004
Thursday,23,18,0,8,7,2004
Thursday,20,18,0,8,7,2004
Thursday,80,18,0,8,7,2004
Thursday,33,18,0,8,7,2004
Thursday,38,18,0,8,7,2004
Friday,46,18,0,9,7,2004
Friday,23,18,0,9,7,2004
Friday,37,18,0,9,7,2004
Friday,53,18,0,9,7,2004
Friday,59,18,0,9,7,2004
Friday,18,18,0,9,7,2004
Friday,19,18,0,9,7,2004
Friday,78,18,0,9,7,2004
Friday,39,18,0,9,7,2004
Friday,24,18,0,9,7,2004
Saturday,58,16,0,10,7,2004
Saturday,45,16,0,10,7,2004
Saturday,29,16,0,10,7,2004
Saturday,62,16,0,10,7,2004
Saturday,35,16,0,10,7,2004
Saturday,13,16,0,10,7,2004
Saturday,11,16,0,10,7,2004
Saturday,94,16,0,10,7,2004
Saturday,32,16,0,10,7,2004
Saturday,33,16,0,10,7,2004
Sunday,44,17,0,11,7,2004
Sunday,30,17,0,11,7,2004
Sunday,24,17,0,11,7,2004
Sunday,42,17,0,11,7,2004
Sunday,55,17,0,11,7,2004
Sunday,21,17,0,11,7,2004
Sunday,18,17,0,11,7,2004
Sunday,55,17,0,11,7,2004
Sunday,23,17,0,11,7,2004
Sunday,26,17,0,11,7,2004
Monday,59,21,0,19,7,2004
Monday,40,21,0,19,7,2004
Monday,50,21,0,19,7,2004
Monday,64,21,0,19,7,2004
Monday,38,21,0,19,7,2004
Monday,18,21,0,19,7,2004
Monday,30,21,0,19,7,2004
Monday,61,21,0,19,7,2004
Monday,32,21,0,19,7,2004
Monday,39,21,0,19,7,2004
Tuesday,53,18,0,20,7,2004
Tuesday,31,18,0,20,7,2004
Tuesday,39,18,0,20,7,2004
Tuesday,58,18,0,20,7,2004
Tuesday,41,18,0,20,7,2004
Tuesday,21,18,0,20,7,2004
Tuesday,16,18,0,20,7,2004
Tuesday,56,18,0,20,7,2004
Tuesday,30,18,0,20,7,2004
Tuesday,15,18,0,20,7,2004
Wednesday,54,19,0,21,7,2004
Wednesday,32,19,0,21,7,2004
Wednesday,43,19,0,21,7,2004
Wednesday,55,19,0,21,7,2004
Wednesday,56,19,0,21,7,2004
Wednesday,18,19,0,21,7,2004
Wednesday,12,19,0,21,7,2004
Wednesday,62,19,0,21,7,2004
Wednesday,47,19,0,21,7,2004
Wednesday,19,19,0,21,7,2004
Thursday,42,18,0,22,7,2004
Thursday,44,18,0,22,7,2004
Thursday,35,18,0,22,7,2004
Thursday,57,18,0,22,7,2004
Thursday,47,18,0,22,7,2004
Thursday,19,18,0,22,7,2004
Thursday,31,18,0,22,7,2004
Thursday,88,18,0,22,7,2004
Thursday,15,18,0,22,7,2004
Thursday,29,18,0,22,7,2004
Friday,50,18,0,23,7,2004
Friday,41,18,0,23,7,2004
Friday,33,18,0,23,7,2004
Friday,66,18,0,23,7,2004
Friday,71,18,0,23,7,2004
Friday,34,18,0,23,7,2004
Friday,8,18,0,23,7,2004
Friday,58,18,0,23,7,2004
Friday,37,18,0,23,7,2004
Friday,44,18,0,23,7,2004
Saturday,42,20,0,24,7,2004
Saturday,43,20,0,24,7,2004
Saturday,41,20,0,24,7,2004
Saturday,57,20,0,24,7,2004
Saturday,42,20,0,24,7,2004
Saturday,17,20,0,24,7,2004
Saturday,18,20,0,24,7,2004
Saturday,87,20,0,24,7,2004
Saturday,31,20,0,24,7,2004
Saturday,36,20,0,24,7,2004
Sunday,42,19,0,25,7,2004
Sunday,51,19,0,25,7,2004
Sunday,29,19,0,25,7,2004
Sunday,43,19,0,25,7,2004
Sunday,44,19,0,25,7,2004
Sunday,13,19,0,25,7,2004
Sunday,16,19,0,25,7,2004
Sunday,74,19,0,25,7,2004
Sunday,19,19,0,25,7,2004
Sunday,31,19,0,25,7,2004
Monday,37,17,0,2,8,2004
Monday,46,17,0,2,8,2004
Monday,42,17,0,2,8,2004
Monday,62,17,0,2,8,2004
Monday,42,17,0,2,8,2004
Monday,28,17,0,2,8,2004
Monday,20,17,0,2,8,2004
Monday,66,17,0,2,8,2004
Monday,30,17,0,2,8,2004
Monday,42,17,0,2,8,2004
Tuesday,46,18,0,3,8,2004
Tuesday,28,18,0,3,8,2004
Tuesday,29,18,0,3,8,2004
Tuesday,90,18,0,3,8,2004
Tuesday,51,18,0,3,8,2004
Tuesday,40,18,0,3,8,2004
Tuesday,19,18,0,3,8,2004
Tuesday,74,18,0,3,8,2004
Tuesday,30,18,0,3,8,2004
Tuesday,47,18,0,3,8,2004
Wednesday,32,18,0,4,8,2004
Wednesday,42,18,0,4,8,2004
Wednesday,36,18,0,4,8,2004
Wednesday,55,18,0,4,8,2004
Wednesday,57,18,0,4,8,2004
Wednesday,40,18,0,4,8,2004
Wednesday,20,18,0,4,8,2004
Wednesday,68,18,0,4,8,2004
Wednesday,28,18,0,4,8,2004
Wednesday,35,18,0,4,8,2004
Thursday,30,18,0,5,8,2004
Thursday,30,18,0,5,8,2004
Thursday,44,18,0,5,8,2004
Thursday,54,18,0,5,8,2004
Thursday,49,18,0,5,8,2004
Thursday,29,18,0,5,8,2004
Thursday,15,18,0,5,8,2004
Thursday,74,18,0,5,8,2004
Thursday,42,18,0,5,8,2004
Thursday,22,18,0,5,8,2004
Friday,44,19,0,6,8,2004
Friday,38,19,0,6,8,2004
Friday,35,19,0,6,8,2004
Friday,54,19,0,6,8,2004
Friday,54,19,0,6,8,2004
Friday,32,19,0,6,8,2004
Friday,16,19,0,6,8,2004
Friday,87,19,0,6,8,2004
Friday,30,19,0,6,8,2004
Friday,40,19,0,6,8,2004
Saturday,45,19,0,7,8,2004
Saturday,36,19,0,7,8,2004
Saturday,26,19,0,7,8,2004
Saturday,55,19,0,7,8,2004
Saturday,45,19,0,7,8,2004
Saturday,28,19,0,7,8,2004
Saturday,27,19,0,7,8,2004
Saturday,81,19,0,7,8,2004
Saturday,33,19,0,7,8,2004
Saturday,16,19,0,7,8,2004
Sunday,34,18,0,8,8,2004
Sunday,29,18,0,8,8,2004
Sunday,20,18,0,8,8,2004
Sunday,48,18,0,8,8,2004
Sunday,35,18,0,8,8,2004
Sunday,18,18,0,8,8,2004
Sunday,17,18,0,8,8,2004
Sunday,54,18,0,8,8,2004
Sunday,30,18,0,8,8,2004
Sunday,25,18,0,8,8,2004
Monday,67,18,0,16,8,2004
Monday,45,18,0,16,8,2004
Monday,38,18,0,16,8,2004
Monday,68,18,0,16,8,2004
Monday,48,18,0,16,8,2004
Monday,11,18,0,16,8,2004
Monday,25,18,0,16,8,2004
Monday,75,18,0,16,8,2004
Monday,25,18,0,16,8,2004
Monday,34,18,0,16,8,2004
Tuesday,42,19,0,17,8,2004
Tuesday,28,19,0,17,8,2004
Tuesday,31,19,0,17,8,2004
Tuesday,51,19,0,17,8,2004
Tuesday,43,19,0,17,8,2004
Tuesday,23,19,0,17,8,2004
Tuesday,23,19,0,17,8,2004
Tuesday,54,19,0,17,8,2004
Tuesday,35,19,0,17,8,2004
Tuesday,37,19,0,17,8,2004
Wednesday,60,18,0,18,8,2004
Wednesday,44,18,0,18,8,2004
Wednesday,28,18,0,18,8,2004
Wednesday,61,18,0,18,8,2004
Wednesday,61,18,0,18,8,2004
Wednesday,27,18,0,18,8,2004
Wednesday,33,18,0,18,8,2004
Wednesday,100,18,0,18,8,2004
Wednesday,25,18,0,18,8,2004
Wednesday,34,18,0,18,8,2004
Thursday,41,19,0,19,8,2004
Thursday,29,19,0,19,8,2004
Thursday,41,19,0,19,8,2004
Thursday,77,19,0,19,8,2004
Thursday,48,19,0,19,8,2004
Thursday,29,19,0,19,8,2004
Thursday,22,19,0,19,8,2004
Thursday,79,19,0,19,8,2004
Thursday,37,19,0,19,8,2004
Thursday,41,19,0,19,8,2004
Friday,35,20,0,20,8,2004
Friday,33,20,0,20,8,2004
Friday,45,20,0,20,8,2004
Friday,85,20,0,20,8,2004
Friday,48,20,0,20,8,2004
Friday,24,20,0,20,8,2004
Friday,19,20,0,20,8,2004
Friday,72,20,0,20,8,2004
Friday,34,20,0,20,8,2004
Friday,36,20,0,20,8,2004
Saturday,45,19,0,21,8,2004
Saturday,38,19,0,21,8,2004
Saturday,24,19,0,21,8,2004
Saturday,53,19,0,21,8,2004
Saturday,40,19,0,21,8,2004
Saturday,24,19,0,21,8,2004
Saturday,27,19,0,21,8,2004
Saturday,90,19,0,21,8,2004
Saturday,16,19,0,21,8,2004
Saturday,38,19,0,21,8,2004
Sunday,29,20,0,22,8,2004
Sunday,27,20,0,22,8,2004
Sunday,54,20,0,22,8,2004
Sunday,53,20,0,22,8,2004
Sunday,42,20,0,22,8,2004
Sunday,23,20,0,22,8,2004
Sunday,12,20,0,22,8,2004
Sunday,52,20,0,22,8,2004
Sunday,33,20,0,22,8,2004
Sunday,35,20,0,22,8,2004
Monday,39,18,0,30,8,2004
Monday,34,18,0,30,8,2004
Monday,20,18,0,30,8,2004
Monday,48,18,0,30,8,2004
Monday,46,18,0,30,8,2004
Monday,17,18,0,30,8,2004
Monday,26,18,0,30,8,2004
Monday,64,18,0,30,8,2004
Monday,25,18,0,30,8,2004
Monday,29,18,0,30,8,2004
Tuesday,39,19,0,31,8,2004
Tuesday,31,19,0,31,8,2004
Tuesday,33,19,0,31,8,2004
Tuesday,58,19,0,31,8,2004
Tuesday,50,19,0,31,8,2004
Tuesday,27,19,0,31,8,2004
Tuesday,23,19,0,31,8,2004
Tuesday,53,19,0,31,8,2004
Tuesday,29,19,0,31,8,2004
Tuesday,39,19,0,31,8,2004
Wednesday,49,18,0,1,9,2004
Wednesday,50,18,0,1,9,2004
Wednesday,38,18,0,1,9,2004
Wednesday,84,18,0,1,9,2004
Wednesday,66,18,0,1,9,2004
Wednesday,38,18,0,1,9,2004
Wednesday,26,18,0,1,9,2004
Wednesday,66,18,0,1,9,2004
Wednesday,51,18,0,1,9,2004
Wednesday,57,18,0,1,9,2004
Thursday,51,18,0,2,9,2004
Thursday,35,18,0,2,9,2004
Thursday,51,18,0,2,9,2004
Thursday,51,18,0,2,9,2004
Thursday,31,18,0,2,9,2004
Thursday,21,18,0,2,9,2004
Thursday,15,18,0,2,9,2004
Thursday,68,18,0,2,9,2004
Thursday,24,18,0,2,9,2004
Thursday,28,18,0,2,9,2004
Friday,46,21,0,3,9,2004
Friday,35,21,0,3,9,2004
Friday,22,21,0,3,9,2004
Friday,51,21,0,3,9,2004
Friday,49,21,0,3,9,2004
Friday,25,21,0,3,9,2004
Friday,21,21,0,3,9,2004
Friday,62,21,0,3,9,2004
Friday,47,21,0,3,9,2004
Friday,44,21,0,3,9,2004
Saturday,36,27,0,4,9,2004
Saturday,27,27,0,4,9,2004
Saturday,37,27,0,4,9,2004
Saturday,66,27,0,4,9,2004
Saturday,48,27,0,4,9,2004
Saturday,17,27,0,4,9,2004
Saturday,16,27,0,4,9,2004
Saturday,70,27,0,4,9,2004
Saturday,37,27,0,4,9,2004
Saturday,32,27,0,4,9,2004
Sunday,39,26,0,5,9,2004
Sunday,33,26,0,5,9,2004
Sunday,29,26,0,5,9,2004
Sunday,53,26,0,5,9,2004
Sunday,35,26,0,5,9,2004
Sunday,16,26,0,5,9,2004
Sunday,19,26,0,5,9,2004
Sunday,56,26,0,5,9,2004
Sunday,31,26,0,5,9,2004
Sunday,28,26,0,5,9,2004
Monday,45,18,0,13,9,2004
Monday,22,18,0,13,9,2004
Monday,41,18,0,13,9,2004
Monday,56,18,0,13,9,2004
Monday,51,18,0,13,9,2004
Monday,22,18,0,13,9,2004
Monday,14,18,0,13,9,2004
Monday,66,18,0,13,9,2004
Monday,24,18,0,13,9,2004
Monday,26,18,0,13,9,2004
Tuesday,49,21,0,14,9,2004
Tuesday,30,21,0,14,9,2004
Tuesday,23,21,0,14,9,2004
Tuesday,64,21,0,14,9,2004
Tuesday,52,21,0,14,9,2004
Tuesday,18,21,0,14,9,2004
Tuesday,20,21,0,14,9,2004
Tuesday,65,21,0,14,9,2004
Tuesday,36,21,0,14,9,2004
Tuesday,36,21,0,14,9,2004
Wednesday,42,21,0,15,9,2004
Wednesday,35,21,0,15,9,2004
Wednesday,51,21,0,15,9,2004
Wednesday,79,21,0,15,9,2004
Wednesday,63,21,0,15,9,2004
Wednesday,12,21,0,15,9,2004
Wednesday,20,21,0,15,9,2004
Wednesday,77,21,0,15,9,2004
Wednesday,23,21,0,15,9,2004
Wednesday,36,21,0,15,9,2004
Thursday,31,18,0,16,9,2004
Thursday,39,18,0,16,9,2004
Thursday,34,18,0,16,9,2004
Thursday,60,18,0,16,9,2004
Thursday,66,18,0,16,9,2004
Thursday,24,18,0,16,9,2004
Thursday,25,18,0,16,9,2004
Thursday,74,18,0,16,9,2004
Thursday,44,18,0,16,9,2004
Thursday,42,18,0,16,9,2004
Friday,37,18,0,17,9,2004
Friday,44,18,0,17,9,2004
Friday,39,18,0,17,9,2004
Friday,50,18,0,17,9,2004
Friday,52,18,0,17,9,2004
Friday,16,18,0,17,9,2004
Friday,24,18,0,17,9,2004
Friday,93,18,0,17,9,2004
Friday,68,18,0,17,9,2004
Friday,23,18,0,17,9,2004
Saturday,30,16,0,18,9,2004
Saturday,55,16,0,18,9,2004
Saturday,29,16,0,18,9,2004
Saturday,36,16,0,18,9,2004
Saturday,50,16,0,18,9,2004
Saturday,20,16,0,18,9,2004
Saturday,25,16,0,18,9,2004
Saturday,66,16,0,18,9,2004
Saturday,36,16,0,18,9,2004
Saturday,18,16,0,18,9,2004
Sunday,32,17,1,19,9,2004
Sunday,29,17,1,19,9,2004
Sunday,19,17,1,19,9,2004
Sunday,44,17,1,19,9,2004
Sunday,43,17,1,19,9,2004
Sunday,17,17,1,19,9,2004
Sunday,28,17,1,19,9,2004
Sunday,42,17,1,19,9,2004
Sunday,17,17,1,19,9,2004
Sunday,22,17,1,19,9,2004
Monday,28,16,0,27,9,2004
Monday,25,16,0,27,9,2004
Monday,41,16,0,27,9,2004
Monday,55,16,0,27,9,2004
Monday,50,16,0,27,9,2004
Monday,27,16,0,27,9,2004
Monday,23,16,0,27,9,2004
Monday,69,16,0,27,9,2004
Monday,22,16,0,27,9,2004
Monday,56,16,0,27,9,2004
Tuesday,34,18,0,28,9,2004
Tuesday,35,18,0,28,9,2004
Tuesday,31,18,0,28,9,2004
Tuesday,72,18,0,28,9,2004
Tuesday,52,18,0,28,9,2004
Tuesday,18,18,0,28,9,2004
Tuesday,18,18,0,28,9,2004
Tuesday,78,18,0,28,9,2004
Tuesday,32,18,0,28,9,2004
Tuesday,33,18,0,28,9,2004
Wednesday,44,17,0,29,9,2004
Wednesday,36,17,0,29,9,2004
Wednesday,25,17,0,29,9,2004
Wednesday,53,17,0,29,9,2004
Wednesday,46,17,0,29,9,2004
Wednesday,27,17,0,29,9,2004
Wednesday,13,17,0,29,9,2004
Wednesday,80,17,0,29,9,2004
Wednesday,50,17,0,29,9,2004
Wednesday,55,17,0,29,9,2004
Thursday,46,16,0,30,9,2004
Thursday,43,16,0,30,9,2004
Thursday,33,16,0,30,9,2004
Thursday,52,16,0,30,9,2004
Thursday,50,16,0,30,9,2004
Thursday,24,16,0,30,9,2004
Thursday,16,16,0,30,9,2004
Thursday,42,16,0,30,9,2004
Thursday,30,16,0,30,9,2004
Thursday,29,16,0,30,9,2004
Friday,51,16,0,1,10,2004
Friday,56,16,0,1,10,2004
Friday,55,16,0,1,10,2004
Friday,61,16,0,1,10,2004
Friday,55,16,0,1,10,2004
Friday,24,16,0,1,10,2004
Friday,32,16,0,1,10,2004
Friday,74,16,0,1,10,2004
Friday,45,16,0,1,10,2004
Friday,18,16,0,1,10,2004
Saturday,44,15,0,2,10,2004
Saturday,38,15,0,2,10,2004
Saturday,30,15,0,2,10,2004
Saturday,28,15,0,2,10,2004
Saturday,41,15,0,2,10,2004
Saturday,19,15,0,2,10,2004
Saturday,18,15,0,2,10,2004
Saturday,58,15,0,2,10,2004
Saturday,24,15,0,2,10,2004
Saturday,23,15,0,2,10,2004
Sunday,63,14,1,3,10,2004
Sunday,31,14,1,3,10,2004
Sunday,38,14,1,3,10,2004
Sunday,37,14,1,3,10,2004
Sunday,36,14,1,3,10,2004
Sunday,28,14,1,3,10,2004
Sunday,19,14,1,3,10,2004
Sunday,40,14,1,3,10,2004
Sunday,28,14,1,3,10,2004
Sunday,23,14,1,3,10,2004
Monday,41,20,0,11,10,2004
Monday,44,20,0,11,10,2004
Monday,32,20,0,11,10,2004
Monday,43,20,0,11,10,2004
Monday,45,20,0,11,10,2004
Monday,22,20,0,11,10,2004
Monday,14,20,0,11,10,2004
Monday,67,20,0,11,10,2004
Monday,23,20,0,11,10,2004
Monday,29,20,0,11,10,2004
Tuesday,40,22,0,12,10,2004
Tuesday,43,22,0,12,10,2004
Tuesday,40,22,0,12,10,2004
Tuesday,48,22,0,12,10,2004
Tuesday,65,22,0,12,10,2004
Tuesday,16,22,0,12,10,2004
Tuesday,13,22,0,12,10,2004
