Dates,PdDistrict,DayOfWeek,Crimes,avg_temp,NFL_Game_Day,Day,Month,Year
2006-09-05,SOUTHERN,Tuesday,59,17,0,5,9,2006
2006-09-05,TARAVAL,Tuesday,24,17,0,5,9,2006
2006-09-05,TENDERLOIN,Tuesday,38,17,0,5,9,2006
2006-09-06,BAYVIEW,Wednesday,37,16,0,6,9,2006
2006-09-06,CENTRAL,Wednesday,37,16,0,6,9,2006
2006-09-06,INGLESIDE,Wednesday,27,16,0,6,9,2006
2006-09-06,MISSION,Wednesday,62,16,0,6,9,2006
2006-09-06,NORTHERN,Wednesday,54,16,0,6,9,2006
2006-09-06,PARK,Wednesday,23,16,0,6,9,2006
2006-09-06,RICHMOND,Wednesday,13,16,0,6,9,2006
2006-09-06,SOUTHERN,Wednesday,53,16,0,6,9,2006
2006-09-06,TARAVAL,Wednesday,26,16,0,6,9,2006
2006-09-06,TENDERLOIN,Wednesday,31,16,0,6,9,2006
2006-09-07,BAYVIEW,Thursday,34,17,0,7,9,2006
2006-09-07,CENTRAL,Thursday,45,17,0,7,9,2006
2006-09-07,INGLESIDE,Thursday,25,17,0,7,9,2006
2006-09-07,MISSION,Thursday,52,17,0,7,9,2006
2006-09-07,NORTHERN,Thursday,61,17,0,7,9,2006
2006-09-07,PARK,Thursday,22,17,0,7,9,2006
2006-09-07,RICHMOND,Thursday,16,17,0,7,9,2006
2006-09-07,SOUTHERN,Thursday,47,17,0,7,9,2006
2006-09-07,TARAVAL,Thursday,24,17,0,7,9,2006
2006-09-07,TENDERLOIN,Thursday,35,17,0,7,9,2006
2006-09-08,BAYVIEW,Friday,43,16,0,8,9,2006
2006-09-08,CENTRAL,Friday,38,16,0,8,9,2006
2006-09-08,INGLESIDE,Friday,35,16,0,8,9,2006
2006-09-08,MISSION,Friday,55,16,0,8,9,2006
2006-09-08,NORTHERN,Friday,63,16,0,8,9,2006
2006-09-08,PARK,Friday,17,16,0,8,9,2006
2006-09-08,RICHMOND,Friday,23,16,0,8,9,2006
2006-09-08,SOUTHERN,Friday,65,16,0,8,9,2006
2006-09-08,TARAVAL,Friday,21,16,0,8,9,2006
2006-09-08,TENDERLOIN,Friday,41,16,0,8,9,2006
2006-09-09,BAYVIEW,Saturday,35,16,0,9,9,2006
2006-09-09,CENTRAL,Saturday,51,16,0,9,9,2006
2006-09-09,INGLESIDE,Saturday,43,16,0,9,9,2006
2006-09-09,MISSION,Saturday,64,16,0,9,9,2006
2006-09-09,NORTHERN,Saturday,39,16,0,9,9,2006
2006-09-09,PARK,Saturday,22,16,0,9,9,2006
2006-09-09,RICHMOND,Saturday,15,16,0,9,9,2006
2006-09-09,SOUTHERN,Saturday,66,16,0,9,9,2006
2006-09-09,TARAVAL,Saturday,33,16,0,9,9,2006
2006-09-09,TENDERLOIN,Saturday,26,16,0,9,9,2006
2006-09-10,BAYVIEW,Sunday,40,16,1,10,9,2006
2006-09-10,CENTRAL,Sunday,47,16,1,10,9,2006
2006-09-10,INGLESIDE,Sunday,35,16,1,10,9,2006
2006-09-10,MISSION,Sunday,58,16,1,10,9,2006
2006-09-10,NORTHERN,Sunday,45,16,1,10,9,2006
2006-09-10,PARK,Sunday,17,16,1,10,9,2006
2006-09-10,RICHMOND,Sunday,8,16,1,10,9,2006
2006-09-10,SOUTHERN,Sunday,76,16,1,10,9,2006
2006-09-10,TARAVAL,Sunday,24,16,1,10,9,2006
2006-09-10,TENDERLOIN,Sunday,23,16,1,10,9,2006
2006-09-18,BAYVIEW,Monday,41,19,0,18,9,2006
2006-09-18,CENTRAL,Monday,30,19,0,18,9,2006
2006-09-18,INGLESIDE,Monday,34,19,0,18,9,2006
2006-09-18,MISSION,Monday,52,19,0,18,9,2006
2006-09-18,NORTHERN,Monday,42,19,0,18,9,2006
2006-09-18,PARK,Monday,19,19,0,18,9,2006
2006-09-18,RICHMOND,Monday,17,19,0,18,9,2006
2006-09-18,SOUTHERN,Monday,60,19,0,18,9,2006
2006-09-18,TARAVAL,Monday,18,19,0,18,9,2006
2006-09-18,TENDERLOIN,Monday,24,19,0,18,9,2006
2006-09-19,BAYVIEW,Tuesday,50,17,0,19,9,2006
2006-09-19,CENTRAL,Tuesday,32,17,0,19,9,2006
2006-09-19,INGLESIDE,Tuesday,42,17,0,19,9,2006
2006-09-19,MISSION,Tuesday,58,17,0,19,9,2006
2006-09-19,NORTHERN,Tuesday,50,17,0,19,9,2006
2006-09-19,PARK,Tuesday,26,17,0,19,9,2006
2006-09-19,RICHMOND,Tuesday,18,17,0,19,9,2006
2006-09-19,SOUTHERN,Tuesday,58,17,0,19,9,2006
2006-09-19,TARAVAL,Tuesday,36,17,0,19,9,2006
2006-09-19,TENDERLOIN,Tuesday,28,17,0,19,9,2006
2006-09-20,BAYVIEW,Wednesday,55,19,0,20,9,2006
2006-09-20,CENTRAL,Wednesday,35,19,0,20,9,2006
2006-09-20,INGLESIDE,Wednesday,32,19,0,20,9,2006
2006-09-20,MISSION,Wednesday,55,19,0,20,9,2006
2006-09-20,NORTHERN,Wednesday,43,19,0,20,9,2006
2006-09-20,PARK,Wednesday,28,19,0,20,9,2006
2006-09-20,RICHMOND,Wednesday,22,19,0,20,9,2006
2006-09-20,SOUTHERN,Wednesday,56,19,0,20,9,2006
2006-09-20,TARAVAL,Wednesday,39,19,0,20,9,2006
2006-09-20,TENDERLOIN,Wednesday,42,19,0,20,9,2006
2006-09-21,BAYVIEW,Thursday,45,18,0,21,9,2006
2006-09-21,CENTRAL,Thursday,37,18,0,21,9,2006
2006-09-21,INGLESIDE,Thursday,49,18,0,21,9,2006
2006-09-21,MISSION,Thursday,68,18,0,21,9,2006
2006-09-21,NORTHERN,Thursday,51,18,0,21,9,2006
2006-09-21,PARK,Thursday,14,18,0,21,9,2006
2006-09-21,RICHMOND,Thursday,23,18,0,21,9,2006
2006-09-21,SOUTHERN,Thursday,60,18,0,21,9,2006
2006-09-21,TARAVAL,Thursday,35,18,0,21,9,2006
2006-09-21,TENDERLOIN,Thursday,40,18,0,21,9,2006
2006-09-22,BAYVIEW,Friday,36,18,0,22,9,2006
2006-09-22,CENTRAL,Friday,42,18,0,22,9,2006
2006-09-22,INGLESIDE,Friday,36,18,0,22,9,2006
2006-09-22,MISSION,Friday,55,18,0,22,9,2006
2006-09-22,NORTHERN,Friday,39,18,0,22,9,2006
2006-09-22,PARK,Friday,28,18,0,22,9,2006
2006-09-22,RICHMOND,Friday,18,18,0,22,9,2006
2006-09-22,SOUTHERN,Friday,88,18,0,22,9,2006
2006-09-22,TARAVAL,Friday,41,18,0,22,9,2006
2006-09-22,TENDERLOIN,Friday,36,18,0,22,9,2006
2006-09-23,BAYVIEW,Saturday,34,18,0,23,9,2006
2006-09-23,CENTRAL,Saturday,40,18,0,23,9,2006
2006-09-23,INGLESIDE,Saturday,32,18,0,23,9,2006
2006-09-23,MISSION,Saturday,44,18,0,23,9,2006
2006-09-23,NORTHERN,Saturday,64,18,0,23,9,2006
2006-09-23,PARK,Saturday,15,18,0,23,9,2006
2006-09-23,RICHMOND,Saturday,16,18,0,23,9,2006
2006-09-23,SOUTHERN,Saturday,70,18,0,23,9,2006
2006-09-23,TARAVAL,Saturday,24,18,0,23,9,2006
2006-09-23,TENDERLOIN,Saturday,35,18,0,23,9,2006
2006-09-24,BAYVIEW,Sunday,33,18,1,24,9,2006
2006-09-24,CENTRAL,Sunday,34,18,1,24,9,2006
2006-09-24,INGLESIDE,Sunday,25,18,1,24,9,2006
2006-09-24,MISSION,Sunday,31,18,1,24,9,2006
2006-09-24,NORTHERN,Sunday,44,18,1,24,9,2006
2006-09-24,PARK,Sunday,20,18,1,24,9,2006
2006-09-24,RICHMOND,Sunday,20,18,1,24,9,2006
2006-09-24,SOUTHERN,Sunday,61,18,1,24,9,2006
2006-09-24,TARAVAL,Sunday,33,18,1,24,9,2006
2006-09-24,TENDERLOIN,Sunday,24,18,1,24,9,2006
2006-10-02,BAYVIEW,Monday,48,16,0,2,10,2006
2006-10-02,CENTRAL,Monday,50,16,0,2,10,2006
2006-10-02,INGLESIDE,Monday,35,16,0,2,10,2006
2006-10-02,MISSION,Monday,70,16,0,2,10,2006
2006-10-02,NORTHERN,Monday,45,16,0,2,10,2006
2006-10-02,PARK,Monday,18,16,0,2,10,2006
2006-10-02,RICHMOND,Monday,26,16,0,2,10,2006
2006-10-02,SOUTHERN,Monday,76,16,0,2,10,2006
2006-10-02,TARAVAL,Monday,45,16,0,2,10,2006
2006-10-02,TENDERLOIN,Monday,44,16,0,2,10,2006
2006-10-03,BAYVIEW,Tuesday,38,14,0,3,10,2006
2006-10-03,CENTRAL,Tuesday,24,14,0,3,10,2006
2006-10-03,INGLESIDE,Tuesday,38,14,0,3,10,2006
2006-10-03,MISSION,Tuesday,66,14,0,3,10,2006
2006-10-03,NORTHERN,Tuesday,49,14,0,3,10,2006
2006-10-03,PARK,Tuesday,26,14,0,3,10,2006
2006-10-03,RICHMOND,Tuesday,21,14,0,3,10,2006
2006-10-03,SOUTHERN,Tuesday,71,14,0,3,10,2006
2006-10-03,TARAVAL,Tuesday,20,14,0,3,10,2006
2006-10-03,TENDERLOIN,Tuesday,27,14,0,3,10,2006
2006-10-04,BAYVIEW,Wednesday,40,16,0,4,10,2006
2006-10-04,CENTRAL,Wednesday,31,16,0,4,10,2006
2006-10-04,INGLESIDE,Wednesday,27,16,0,4,10,2006
2006-10-04,MISSION,Wednesday,47,16,0,4,10,2006
2006-10-04,NORTHERN,Wednesday,43,16,0,4,10,2006
2006-10-04,PARK,Wednesday,17,16,0,4,10,2006
2006-10-04,RICHMOND,Wednesday,14,16,0,4,10,2006
2006-10-04,SOUTHERN,Wednesday,62,16,0,4,10,2006
2006-10-04,TARAVAL,Wednesday,32,16,0,4,10,2006
2006-10-04,TENDERLOIN,Wednesday,23,16,0,4,10,2006
2006-10-05,BAYVIEW,Thursday,35,15,0,5,10,2006
2006-10-05,CENTRAL,Thursday,31,15,0,5,10,2006
2006-10-05,INGLESIDE,Thursday,42,15,0,5,10,2006
2006-10-05,MISSION,Thursday,30,15,0,5,10,2006
2006-10-05,NORTHERN,Thursday,52,15,0,5,10,2006
2006-10-05,PARK,Thursday,11,15,0,5,10,2006
2006-10-05,RICHMOND,Thursday,14,15,0,5,10,2006
2006-10-05,SOUTHERN,Thursday,69,15,0,5,10,2006
2006-10-05,TARAVAL,Thursday,42,15,0,5,10,2006
2006-10-05,TENDERLOIN,Thursday,33,15,0,5,10,2006
2006-10-06,BAYVIEW,Friday,46,14,0,6,10,2006
2006-10-06,CENTRAL,Friday,49,14,0,6,10,2006
2006-10-06,INGLESIDE,Friday,51,14,0,6,10,2006
2006-10-06,MISSION,Friday,68,14,0,6,10,2006
2006-10-06,NORTHERN,Friday,73,14,0,6,10,2006
2006-10-06,PARK,Friday,26,14,0,6,10,2006
2006-10-06,RICHMOND,Friday,16,14,0,6,10,2006
2006-10-06,SOUTHERN,Friday,87,14,0,6,10,2006
2006-10-06,TARAVAL,Friday,38,14,0,6,10,2006
2006-10-06,TENDERLOIN,Friday,37,14,0,6,10,2006
2006-10-07,BAYVIEW,Saturday,40,16,0,7,10,2006
2006-10-07,CENTRAL,Saturday,40,16,0,7,10,2006
2006-10-07,INGLESIDE,Saturday,31,16,0,7,10,2006
2006-10-07,MISSION,Saturday,34,16,0,7,10,2006
2006-10-07,NORTHERN,Saturday,49,16,0,7,10,2006
2006-10-07,PARK,Saturday,22,16,0,7,10,2006
2006-10-07,RICHMOND,Saturday,23,16,0,7,10,2006
2006-10-07,SOUTHERN,Saturday,63,16,0,7,10,2006
2006-10-07,TARAVAL,Saturday,29,16,0,7,10,2006
2006-10-07,TENDERLOIN,Saturday,41,16,0,7,10,2006
2006-10-08,BAYVIEW,Sunday,36,18,1,8,10,2006
2006-10-08,CENTRAL,Sunday,30,18,1,8,10,2006
2006-10-08,INGLESIDE,Sunday,31,18,1,8,10,2006
2006-10-08,MISSION,Sunday,37,18,1,8,10,2006
2006-10-08,NORTHERN,Sunday,34,18,1,8,10,2006
2006-10-08,PARK,Sunday,21,18,1,8,10,2006
2006-10-08,RICHMOND,Sunday,13,18,1,8,10,2006
2006-10-08,SOUTHERN,Sunday,68,18,1,8,10,2006
2006-10-08,TARAVAL,Sunday,20,18,1,8,10,2006
2006-10-08,TENDERLOIN,Sunday,29,18,1,8,10,2006
2006-10-16,BAYVIEW,Monday,32,16,0,16,10,2006
2006-10-16,CENTRAL,Monday,41,16,0,16,10,2006
2006-10-16,INGLESIDE,Monday,41,16,0,16,10,2006
2006-10-16,MISSION,Monday,56,16,0,16,10,2006
2006-10-16,NORTHERN,Monday,54,16,0,16,10,2006
2006-10-16,PARK,Monday,19,16,0,16,10,2006
2006-10-16,RICHMOND,Monday,21,16,0,16,10,2006
2006-10-16,SOUTHERN,Monday,60,16,0,16,10,2006
2006-10-16,TARAVAL,Monday,31,16,0,16,10,2006
2006-10-16,TENDERLOIN,Monday,55,16,0,16,10,2006
2006-10-17,BAYVIEW,Tuesday,41,16,0,17,10,2006
2006-10-17,CENTRAL,Tuesday,44,16,0,17,10,2006
2006-10-17,INGLESIDE,Tuesday,36,16,0,17,10,2006
2006-10-17,MISSION,Tuesday,59,16,0,17,10,2006
2006-10-17,NORTHERN,Tuesday,62,16,0,17,10,2006
2006-10-17,PARK,Tuesday,14,16,0,17,10,2006
2006-10-17,RICHMOND,Tuesday,24,16,0,17,10,2006
2006-10-17,SOUTHERN,Tuesday,63,16,0,17,10,2006
2006-10-17,TARAVAL,Tuesday,23,16,0,17,10,2006
2006-10-17,TENDERLOIN,Tuesday,22,16,0,17,10,2006
2006-10-18,BAYVIEW,Wednesday,42,17,0,18,10,2006
2006-10-18,CENTRAL,Wednesday,27,17,0,18,10,2006
2006-10-18,INGLESIDE,Wednesday,27,17,0,18,10,2006
2006-10-18,MISSION,Wednesday,52,17,0,18,10,2006
2006-10-18,NORTHERN,Wednesday,57,17,0,18,10,2006
2006-10-18,PARK,Wednesday,17,17,0,18,10,2006
2006-10-18,RICHMOND,Wednesday,23,17,0,18,10,2006
2006-10-18,SOUTHERN,Wednesday,66,17,0,18,10,2006
2006-10-18,TARAVAL,Wednesday,35,17,0,18,10,2006
2006-10-18,TENDERLOIN,Wednesday,18,17,0,18,10,2006
2006-10-19,BAYVIEW,Thursday,29,18,0,19,10,2006
2006-10-19,CENTRAL,Thursday,31,18,0,19,10,2006
2006-10-19,INGLESIDE,Thursday,41,18,0,19,10,2006
2006-10-19,MISSION,Thursday,48,18,0,19,10,2006
2006-10-19,NORTHERN,Thursday,46,18,0,19,10,2006
2006-10-19,PARK,Thursday,15,18,0,19,10,2006
2006-10-19,RICHMOND,Thursday,20,18,0,19,10,2006
2006-10-19,SOUTHERN,Thursday,56,18,0,19,10,2006
2006-10-19,TARAVAL,Thursday,26,18,0,19,10,2006
2006-10-19,TENDERLOIN,Thursday,39,18,0,19,10,2006
2006-10-20,BAYVIEW,Friday,51,20,0,20,10,2006
2006-10-20,CENTRAL,Friday,35,20,0,20,10,2006
2006-10-20,INGLESIDE,Friday,47,20,0,20,10,2006
2006-10-20,MISSION,Friday,77,20,0,20,10,2006
2006-10-20,NORTHERN,Friday,44,20,0,20,10,2006
2006-10-20,PARK,Friday,19,20,0,20,10,2006
2006-10-20,RICHMOND,Friday,12,20,0,20,10,2006
2006-10-20,SOUTHERN,Friday,65,20,0,20,10,2006
2006-10-20,TARAVAL,Friday,27,20,0,20,10,2006
2006-10-20,TENDERLOIN,Friday,43,20,0,20,10,2006
2006-10-21,BAYVIEW,Saturday,30,20,0,21,10,2006
2006-10-21,CENTRAL,Saturday,43,20,0,21,10,2006
2006-10-21,INGLESIDE,Saturday,38,20,0,21,10,2006
2006-10-21,MISSION,Saturday,56,20,0,21,10,2006
2006-10-21,NORTHERN,Saturday,45,20,0,21,10,2006
2006-10-21,PARK,Saturday,16,20,0,21,10,2006
2006-10-21,RICHMOND,Saturday,7,20,0,21,10,2006
2006-10-21,SOUTHERN,Saturday,61,20,0,21,10,2006
2006-10-21,TARAVAL,Saturday,30,20,0,21,10,2006
2006-10-21,TENDERLOIN,Saturday,19,20,0,21,10,2006
2006-10-22,BAYVIEW,Sunday,40,18,0,22,10,2006
2006-10-22,CENTRAL,Sunday,23,18,0,22,10,2006
2006-10-22,INGLESIDE,Sunday,23,18,0,22,10,2006
2006-10-22,MISSION,Sunday,60,18,0,22,10,2006
2006-10-22,NORTHERN,Sunday,54,18,0,22,10,2006
2006-10-22,PARK,Sunday,15,18,0,22,10,2006
2006-10-22,RICHMOND,Sunday,15,18,0,22,10,2006
2006-10-22,SOUTHERN,Sunday,52,18,0,22,10,2006
2006-10-22,TARAVAL,Sunday,25,18,0,22,10,2006
2006-10-22,TENDERLOIN,Sunday,19,18,0,22,10,2006
2006-10-30,BAYVIEW,Monday,39,12,0,30,10,2006
2006-10-30,CENTRAL,Monday,32,12,0,30,10,2006
2006-10-30,INGLESIDE,Monday,40,12,0,30,10,2006
2006-10-30,MISSION,Monday,57,12,0,30,10,2006
2006-10-30,NORTHERN,Monday,46,12,0,30,10,2006
2006-10-30,PARK,Monday,13,12,0,30,10,2006
2006-10-30,RICHMOND,Monday,28,12,0,30,10,2006
2006-10-30,SOUTHERN,Monday,76,12,0,30,10,2006
2006-10-30,TARAVAL,Monday,51,12,0,30,10,2006
2006-10-30,TENDERLOIN,Monday,55,12,0,30,10,2006
2006-10-31,BAYVIEW,Tuesday,42,13,0,31,10,2006
2006-10-31,CENTRAL,Tuesday,40,13,0,31,10,2006
2006-10-31,INGLESIDE,Tuesday,45,13,0,31,10,2006
2006-10-31,MISSION,Tuesday,66,13,0,31,10,2006
2006-10-31,NORTHERN,Tuesday,49,13,0,31,10,2006
2006-10-31,PARK,Tuesday,29,13,0,31,10,2006
2006-10-31,RICHMOND,Tuesday,21,13,0,31,10,2006
2006-10-31,SOUTHERN,Tuesday,57,13,0,31,10,2006
2006-10-31,TARAVAL,Tuesday,50,13,0,31,10,2006
2006-10-31,TENDERLOIN,Tuesday,29,13,0,31,10,2006
2006-11-01,BAYVIEW,Wednesday,41,14,0,1,11,2006
2006-11-01,CENTRAL,Wednesday,40,14,0,1,11,2006
2006-11-01,INGLESIDE,Wednesday,49,14,0,1,11,2006
2006-11-01,MISSION,Wednesday,69,14,0,1,11,2006
2006-11-01,NORTHERN,Wednesday,44,14,0,1,11,2006
2006-11-01,PARK,Wednesday,24,14,0,1,11,2006
2006-11-01,RICHMOND,Wednesday,19,14,0,1,11,2006
2006-11-01,SOUTHERN,Wednesday,85,14,0,1,11,2006
2006-11-01,TARAVAL,Wednesday,54,14,0,1,11,2006
2006-11-01,TENDERLOIN,Wednesday,34,14,0,1,11,2006
2006-11-02,BAYVIEW,Thursday,34,16,0,2,11,2006
2006-11-02,CENTRAL,Thursday,23,16,0,2,11,2006
2006-11-02,INGLESIDE,Thursday,22,16,0,2,11,2006
2006-11-02,MISSION,Thursday,33,16,0,2,11,2006
2006-11-02,NORTHERN,Thursday,31,16,0,2,11,2006
2006-11-02,PARK,Thursday,19,16,0,2,11,2006
2006-11-02,RICHMOND,Thursday,18,16,0,2,11,2006
2006-11-02,SOUTHERN,Thursday,44,16,0,2,11,2006
2006-11-02,TARAVAL,Thursday,40,16,0,2,11,2006
2006-11-02,TENDERLOIN,Thursday,22,16,0,2,11,2006
2006-11-03,BAYVIEW,Friday,37,17,0,3,11,2006
2006-11-03,CENTRAL,Friday,27,17,0,3,11,2006
2006-11-03,INGLESIDE,Friday,39,17,0,3,11,2006
2006-11-03,MISSION,Friday,53,17,0,3,11,2006
2006-11-03,NORTHERN,Friday,30,17,0,3,11,2006
2006-11-03,PARK,Friday,12,17,0,3,11,2006
2006-11-03,RICHMOND,Friday,22,17,0,3,11,2006
2006-11-03,SOUTHERN,Friday,71,17,0,3,11,2006
2006-11-03,TARAVAL,Friday,26,17,0,3,11,2006
2006-11-03,TENDERLOIN,Friday,31,17,0,3,11,2006
2006-11-04,BAYVIEW,Saturday,41,17,0,4,11,2006
2006-11-04,CENTRAL,Saturday,40,17,0,4,11,2006
2006-11-04,INGLESIDE,Saturday,42,17,0,4,11,2006
2006-11-04,MISSION,Saturday,44,17,0,4,11,2006
2006-11-04,NORTHERN,Saturday,44,17,0,4,11,2006
2006-11-04,PARK,Saturday,26,17,0,4,11,2006
2006-11-04,RICHMOND,Saturday,13,17,0,4,11,2006
2006-11-04,SOUTHERN,Saturday,77,17,0,4,11,2006
2006-11-04,TARAVAL,Saturday,34,17,0,4,11,2006
2006-11-04,TENDERLOIN,Saturday,32,17,0,4,11,2006
2006-11-05,BAYVIEW,Sunday,36,16,1,5,11,2006
2006-11-05,CENTRAL,Sunday,30,16,1,5,11,2006
2006-11-05,INGLESIDE,Sunday,25,16,1,5,11,2006
2006-11-05,MISSION,Sunday,39,16,1,5,11,2006
2006-11-05,NORTHERN,Sunday,58,16,1,5,11,2006
2006-11-05,PARK,Sunday,24,16,1,5,11,2006
2006-11-05,RICHMOND,Sunday,15,16,1,5,11,2006
2006-11-05,SOUTHERN,Sunday,51,16,1,5,11,2006
2006-11-05,TARAVAL,Sunday,33,16,1,5,11,2006
2006-11-05,TENDERLOIN,Sunday,27,16,1,5,11,2006
2006-11-13,BAYVIEW,Monday,32,13,0,13,11,2006
2006-11-13,CENTRAL,Monday,30,13,0,13,11,2006
2006-11-13,INGLESIDE,Monday,39,13,0,13,11,2006
2006-11-13,MISSION,Monday,45,13,0,13,11,2006
2006-11-13,NORTHERN,Monday,47,13,0,13,11,2006
2006-11-13,PARK,Monday,15,13,0,13,11,2006
2006-11-13,RICHMOND,Monday,10,13,0,13,11,2006
2006-11-13,SOUTHERN,Monday,92,13,0,13,11,2006
2006-11-13,TARAVAL,Monday,49,13,0,13,11,2006
2006-11-13,TENDERLOIN,Monday,33,13,0,13,11,2006
2006-11-14,BAYVIEW,Tuesday,41,13,0,14,11,2006
2006-11-14,CENTRAL,Tuesday,25,13,0,14,11,2006
2006-11-14,INGLESIDE,Tuesday,31,13,0,14,11,2006
2006-11-14,MISSION,Tuesday,49,13,0,14,11,2006
2006-11-14,NORTHERN,Tuesday,46,13,0,14,11,2006
2006-11-14,PARK,Tuesday,17,13,0,14,11,2006
2006-11-14,RICHMOND,Tuesday,8,13,0,14,11,2006
2006-11-14,SOUTHERN,Tuesday,46,13,0,14,11,2006
2006-11-14,TARAVAL,Tuesday,37,13,0,14,11,2006
2006-11-14,TENDERLOIN,Tuesday,36,13,0,14,11,2006
2006-11-15,BAYVIEW,Wednesday,47,13,0,15,11,2006
2006-11-15,CENTRAL,Wednesday,18,13,0,15,11,2006
2006-11-15,INGLESIDE,Wednesday,39,13,0,15,11,2006
2006-11-15,MISSION,Wednesday,58,13,0,15,11,2006
2006-11-15,NORTHERN,Wednesday,52,13,0,15,11,2006
2006-11-15,PARK,Wednesday,16,13,0,15,11,2006
2006-11-15,RICHMOND,Wednesday,24,13,0,15,11,2006
2006-11-15,SOUTHERN,Wednesday,54,13,0,15,11,2006
2006-11-15,TARAVAL,Wednesday,29,13,0,15,11,2006
2006-11-15,TENDERLOIN,Wednesday,24,13,0,15,11,2006
2006-11-16,BAYVIEW,Thursday,32,14,0,16,11,2006
2006-11-16,CENTRAL,Thursday,18,14,0,16,11,2006
2006-11-16,INGLESIDE,Thursday,38,14,0,16,11,2006
2006-11-16,MISSION,Thursday,65,14,0,16,11,2006
2006-11-16,NORTHERN,Thursday,52,14,0,16,11,2006
2006-11-16,PARK,Thursday,25,14,0,16,11,2006
2006-11-16,RICHMOND,Thursday,15,14,0,16,11,2006
2006-11-16,SOUTHERN,Thursday,58,14,0,16,11,2006
2006-11-16,TARAVAL,Thursday,33,14,0,16,11,2006
2006-11-16,TENDERLOIN,Thursday,34,14,0,16,11,2006
2006-11-17,BAYVIEW,Friday,46,14,0,17,11,2006
2006-11-17,CENTRAL,Friday,37,14,0,17,11,2006
2006-11-17,INGLESIDE,Friday,58,14,0,17,11,2006
2006-11-17,MISSION,Friday,47,14,0,17,11,2006
2006-11-17,NORTHERN,Friday,65,14,0,17,11,2006
2006-11-17,PARK,Friday,26,14,0,17,11,2006
2006-11-17,RICHMOND,Friday,24,14,0,17,11,2006
2006-11-17,SOUTHERN,Friday,58,14,0,17,11,2006
2006-11-17,TARAVAL,Friday,42,14,0,17,11,2006
2006-11-17,TENDERLOIN,Friday,22,14,0,17,11,2006
2006-11-18,BAYVIEW,Saturday,38,14,0,18,11,2006
2006-11-18,CENTRAL,Saturday,38,14,0,18,11,2006
2006-11-18,INGLESIDE,Saturday,43,14,0,18,11,2006
2006-11-18,MISSION,Saturday,58,14,0,18,11,2006
2006-11-18,NORTHERN,Saturday,47,14,0,18,11,2006
2006-11-18,PARK,Saturday,14,14,0,18,11,2006
2006-11-18,RICHMOND,Saturday,18,14,0,18,11,2006
2006-11-18,SOUTHERN,Saturday,67,14,0,18,11,2006
2006-11-18,TARAVAL,Saturday,36,14,0,18,11,2006
2006-11-18,TENDERLOIN,Saturday,19,14,0,18,11,2006
2006-11-19,BAYVIEW,Sunday,39,14,1,19,11,2006
2006-11-19,CENTRAL,Sunday,41,14,1,19,11,2006
2006-11-19,INGLESIDE,Sunday,41,14,1,19,11,2006
2006-11-19,MISSION,Sunday,31,14,1,19,11,2006
2006-11-19,NORTHERN,Sunday,38,14,1,19,11,2006
2006-11-19,PARK,Sunday,16,14,1,19,11,2006
2006-11-19,RICHMOND,Sunday,14,14,1,19,11,2006
2006-11-19,SOUTHERN,Sunday,69,14,1,19,11,2006
2006-11-19,TARAVAL,Sunday,27,14,1,19,11,2006
2006-11-19,TENDERLOIN,Sunday,23,14,1,19,11,2006
2006-11-27,BAYVIEW,Monday,30,11,0,27,11,2006
2006-11-27,CENTRAL,Monday,35,11,0,27,11,2006
2006-11-27,INGLESIDE,Monday,38,11,0,27,11,2006
2006-11-27,MISSION,Monday,36,11,0,27,11,2006
2006-11-27,NORTHERN,Monday,52,11,0,27,11,2006
2006-11-27,PARK,Monday,15,11,0,27,11,2006
2006-11-27,RICHMOND,Monday,11,11,0,27,11,2006
2006-11-27,SOUTHERN,Monday,73,11,0,27,11,2006
2006-11-27,TARAVAL,Monday,28,11,0,27,11,2006
2006-11-27,TENDERLOIN,Monday,30,11,0,27,11,2006
2006-11-28,BAYVIEW,Tuesday,40,9,0,28,11,2006
2006-11-28,CENTRAL,Tuesday,21,9,0,28,11,2006
2006-11-28,INGLESIDE,Tuesday,47,9,0,28,11,2006
2006-11-28,MISSION,Tuesday,54,9,0,28,11,2006
2006-11-28,NORTHERN,Tuesday,50,9,0,28,11,2006
2006-11-28,PARK,Tuesday,19,9,0,28,11,2006
2006-11-28,RICHMOND,Tuesday,15,9,0,28,11,2006
2006-11-28,SOUTHERN,Tuesday,56,9,0,28,11,2006
2006-11-28,TARAVAL,Tuesday,28,9,0,28,11,2006
2006-11-28,TENDERLOIN,Tuesday,32,9,0,28,11,2006
2006-11-29,BAYVIEW,Wednesday,44,9,0,29,11,2006
2006-11-29,CENTRAL,Wednesday,23,9,0,29,11,2006
2006-11-29,INGLESIDE,Wednesday,41,9,0,29,11,2006
2006-11-29,MISSION,Wednesday,39,9,0,29,11,2006
2006-11-29,NORTHERN,Wednesday,53,9,0,29,11,2006
2006-11-29,PARK,Wednesday,12,9,0,29,11,2006
2006-11-29,RICHMOND,Wednesday,16,9,0,29,11,2006
2006-11-29,SOUTHERN,Wednesday,75,9,0,29,11,2006
2006-11-29,TARAVAL,Wednesday,32,9,0,29,11,2006
2006-11-29,TENDERLOIN,Wednesday,34,9,0,29,11,2006
2006-11-30,BAYVIEW,Thursday,33,9,0,30,11,2006
2006-11-30,CENTRAL,Thursday,34,9,0,30,11,2006
